City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Yaan,NG,2020-08-23 16:47:50,7.38,8.57,74.01,96,100,1.36
304,Dunedin,NZ,2020-08-23 16:47:50,-45.87,170.5,48.99,96,100,1.01
305,Banda Aceh,ID,2020-08-23 16:47:50,5.56,95.32,80.33,78,67,5.44
306,Aasiaat,GL,2020-08-23 16:47:50,68.71,-52.87,42.31,67,16,7.7
307,Aykhal,RU,2020-08-23 16:47:51,66.0,111.5,44.96,64,0,2.71
308,Chibombo,ZM,2020-08-23 16:47:51,-14.66,28.07,66.81,44,35,8.12
309,Ahuimanu,US,2020-08-23 16:47:51,21.44,-157.84,80.6,78,20,6.93
310,Launceston,AU,2020-08-23 16:47:51,-41.45,147.17,37.99,87,0,4.7
311,Quelimane,MZ,2020-08-23 16:46:19,-17.88,36.89,73.4,69,48,2.24
312,Azare,NG,2020-08-23 16:47:51,11.68,10.19,78.84,75,99,7.78
313,Sucua,EC,2020-08-23 16:47:51,-2.47,-78.17,69.8,68,75,6.93
314,Busok,PH,2020-08-23 16:47:51,6.51,124.6,74.73,86,40,0.85
315,Cascais,PT,2020-08-23 16:47:52,38.7,-9.42,78.01,53,20,28.86
316,Saint-Augustin,CA,2020-08-23 16:47:52,51.23,-58.65,60.78,77,97,6.11
317,High Rock,BS,2020-08-23 16:47:52,26.62,-78.28,89.6,75,75,17.22
318,Gotsu,JP,2020-08-23 16:47:52,35.0,132.22,75.02,89,3,2.73
319,Pafos,CY,2020-08-23 16:47:52,34.77,32.42,84.2,62,0,3.36
320,Tiksi,RU,2020-08-23 16:47:52,71.69,128.87,37.67,79,84,10.18
321,Naze,JP,2020-08-23 16:47:52,28.37,129.48,84.2,83,75,8.05
322,Tongliao,CN,2020-08-23 16:47:53,43.61,122.27,69.22,85,100,13.06
323,Vokhtoga,RU,2020-08-23 16:47:53,58.81,41.05,63.95,81,95,7.0
324,Olinda,BR,2020-08-23 16:47:53,-8.01,-34.86,82.4,61,20,12.75
325,Oriximina,BR,2020-08-23 16:47:53,-1.77,-55.87,95.76,30,27,2.62
326,Gladstone,AU,2020-08-23 16:47:53,-23.85,151.25,48.2,66,1,5.75
327,Darnah,LY,2020-08-23 16:47:53,32.77,22.64,79.63,74,0,19.39
328,Qaqortoq,GL,2020-08-23 16:47:53,60.72,-46.03,55.4,62,0,9.17
329,Khatanga,RU,2020-08-23 16:47:54,71.97,102.5,55.38,67,85,9.57
330,Rockport,US,2020-08-23 16:44:01,28.02,-97.05,90.0,52,1,10.29
331,Ormara,PK,2020-08-23 16:47:54,25.21,64.64,84.06,87,55,14.76
332,Kingman,US,2020-08-23 16:45:05,35.19,-114.05,96.01,27,1,5.32
333,Berlevag,NO,2020-08-23 16:47:54,70.86,29.09,66.2,59,88,16.11
334,Grindavik,IS,2020-08-23 16:47:54,63.84,-22.43,55.4,62,87,8.05
335,Sabinopolis,BR,2020-08-23 16:47:54,-18.67,-43.08,58.84,82,100,4.52
336,Gualeguaychu,AR,2020-08-23 16:47:54,-33.01,-58.52,70.0,38,0,11.01
337,Shonguy,RU,2020-08-23 16:47:55,68.75,33.15,62.6,88,75,6.71
338,Lebu,CL,2020-08-23 16:47:55,-37.62,-73.65,51.06,91,100,19.91
339,Kihei,US,2020-08-23 16:47:55,20.79,-156.47,80.6,61,40,10.29
340,Turukhansk,RU,2020-08-23 16:47:55,65.82,87.98,55.27,88,100,8.59
341,Camacupa,AO,2020-08-23 16:47:55,-12.02,17.48,73.4,28,14,2.57
342,Benghazi,LY,2020-08-23 16:47:55,32.12,20.07,80.89,70,0,14.16
343,Nanae,JP,2020-08-23 16:47:55,41.88,140.68,65.71,86,1,2.75
344,Zhelyabovka,UA,2020-08-23 16:47:56,45.4,34.76,67.53,49,0,4.61
345,Port Hardy,CA,2020-08-23 16:47:56,50.7,-127.42,57.04,80,100,2.33
346,Freeport,US,2020-08-23 16:42:58,40.66,-73.58,84.99,65,1,9.17
347,Sena Madureira,BR,2020-08-23 16:47:56,-9.07,-68.66,91.98,29,0,1.14
348,Half Moon Bay,US,2020-08-23 16:47:56,37.46,-122.43,71.01,77,20,3.4
349,Den Helder,NL,2020-08-23 16:47:56,52.96,4.76,66.0,72,90,14.99
350,Tondano,ID,2020-08-23 16:47:56,1.3,124.91,75.2,88,20,3.22
351,Faya,SA,2020-08-23 16:47:56,18.39,42.45,77.0,69,20,9.17
352,Kurchum,KZ,2020-08-23 16:47:57,48.57,83.65,66.09,41,48,7.92
353,Keetmanshoop,NA,2020-08-23 16:47:57,-26.58,18.13,68.88,21,0,7.09
354,Vila Franca Do Campo,PT,2020-08-23 16:47:57,37.72,-25.43,77.0,78,20,14.99
355,San Luis,AR,2020-08-23 16:44:01,-33.3,-66.34,67.51,24,0,20.45
356,Severodvinsk,RU,2020-08-23 16:45:32,64.56,39.83,60.8,93,90,8.95
357,Pyinmana,MM,2020-08-23 16:47:57,19.73,96.22,74.35,94,99,6.58
358,Kuytun,RU,2020-08-23 16:47:57,54.34,101.5,51.42,93,99,3.89
359,Cayenne,GF,2020-08-23 16:47:57,4.93,-52.33,84.2,79,2,9.17
360,Uyuni,BO,2020-08-23 16:47:04,-20.46,-66.83,51.21,40,0,21.99
361,Gargzdai,LT,2020-08-23 16:47:58,55.71,21.4,68.0,72,75,8.05
362,Limon,CR,2020-08-23 16:47:38,10.0,-83.03,84.2,74,20,6.93
363,Luena,AO,2020-08-23 16:47:58,-11.78,19.92,73.22,25,1,3.71
364,Sorong,ID,2020-08-23 16:47:58,-0.88,131.25,76.69,86,99,4.68
365,Letterkenny,IE,2020-08-23 16:47:58,54.95,-7.73,57.2,76,75,12.75
366,Chuy,UY,2020-08-23 16:47:58,-33.7,-53.46,62.53,55,0,10.42
367,Cabras,IT,2020-08-23 16:47:58,39.93,8.53,77.49,55,21,15.86
368,Chelbasskaya,RU,2020-08-23 16:47:59,45.98,39.37,71.51,32,0,9.66
369,Abu Samrah,SY,2020-08-23 16:47:59,35.3,37.18,82.69,21,0,10.63
370,Lannion,FR,2020-08-23 16:47:59,48.75,-3.42,66.2,63,20,14.99
371,Aquin,HT,2020-08-23 16:47:59,18.28,-73.4,79.36,84,100,25.59
372,Palana,RU,2020-08-23 16:47:59,59.12,159.97,44.08,89,92,4.61
373,Wagar,SD,2020-08-23 16:47:59,16.15,36.2,94.82,36,22,9.28
374,Ust-Ilimsk,RU,2020-08-23 16:48:00,58.0,102.66,57.81,87,100,2.57
375,Prainha,BR,2020-08-23 16:48:00,-1.8,-53.48,81.41,68,35,7.05
376,Gossas,SN,2020-08-23 16:48:00,14.49,-16.06,91.4,66,75,6.93
377,Wellington,NZ,2020-08-23 16:48:00,-41.29,174.78,51.8,93,100,18.34
378,Sisimiut,GL,2020-08-23 16:48:00,66.94,-53.67,48.16,73,4,6.2
379,Solnechnyy,RU,2020-08-23 16:48:00,50.72,136.63,57.33,91,97,1.21
380,Fort-Shevchenko,KZ,2020-08-23 16:48:00,44.51,50.26,71.91,53,80,17.31
381,Mirnyy,RU,2020-08-23 16:48:00,62.54,113.96,44.6,68,0,4.47
382,Ayapel,CO,2020-08-23 16:48:01,8.31,-75.14,87.26,68,54,2.75
383,Aripuana,BR,2020-08-23 16:48:01,-9.17,-60.63,103.39,19,0,1.83
384,Roma,US,2020-08-23 16:48:01,43.21,-75.46,84.0,58,1,5.35
385,Hamilton,US,2020-08-23 16:43:11,39.18,-84.53,84.0,69,40,4.81
386,Nalut,LY,2020-08-23 16:48:01,30.33,10.85,98.83,12,0,13.51
387,Nouadhibou,MR,2020-08-23 16:48:01,20.93,-17.03,82.4,65,3,17.22
388,Sola,VU,2020-08-23 16:48:01,-13.88,167.55,80.17,86,93,14.25
389,Komsomolskiy,UZ,2020-08-23 16:48:02,40.43,71.72,78.8,39,0,9.17
390,Te Anau,NZ,2020-08-23 16:48:02,-45.42,167.72,39.97,88,95,1.05
391,North Platte,US,2020-08-23 16:45:27,41.12,-100.77,86.0,57,1,4.7
392,Brainerd,US,2020-08-23 16:47:16,46.36,-94.2,79.0,61,1,3.36
393,Peniche,PT,2020-08-23 16:48:02,39.36,-9.38,80.01,60,12,10.0
394,Anqing,CN,2020-08-23 16:48:02,30.51,117.05,83.07,71,0,3.29
395,Arman,RU,2020-08-23 16:48:02,59.7,150.17,40.37,70,0,10.04
396,Uromi,NG,2020-08-23 16:48:02,6.7,6.33,75.15,92,95,5.68
397,Smithers,CA,2020-08-23 16:48:03,54.78,-127.17,51.8,87,75,3.36
398,Twin Falls,US,2020-08-23 16:45:05,42.56,-114.46,77.0,29,90,3.36
399,Whitehorse,CA,2020-08-23 16:48:03,60.72,-135.05,55.4,87,90,5.82
400,Cobija,BO,2020-08-23 16:48:03,-11.03,-68.77,90.73,28,0,1.14
401,Vela,RO,2020-08-23 16:48:03,44.28,23.42,91.0,40,24,4.7
402,Virginia Beach,US,2020-08-23 16:48:03,36.85,-75.98,88.0,62,75,9.17
403,Hovd,MN,2020-08-23 16:48:03,48.01,91.64,62.47,39,51,9.6
404,Waddan,LY,2020-08-23 16:48:04,29.16,16.14,92.48,21,0,8.79
405,Saucillo,MX,2020-08-23 16:48:04,28.02,-105.28,87.48,26,3,5.53
406,Sangmelima,CM,2020-08-23 16:48:04,2.93,11.98,69.73,95,100,4.38
407,Myaundzha,RU,2020-08-23 16:48:04,63.05,147.19,27.41,95,44,2.89
408,Lesnikovo,RU,2020-08-23 16:48:04,55.28,65.32,56.28,90,100,6.13
409,Cockburn Town,TC,2020-08-23 16:48:04,21.46,-71.14,83.97,75,100,34.47
410,Tumen,CN,2020-08-23 16:48:04,42.97,129.84,67.44,92,100,1.52
411,Yumen,CN,2020-08-23 16:48:05,40.28,97.2,71.1,23,0,8.46
412,Tezu,IN,2020-08-23 16:48:05,27.92,96.17,76.41,85,53,3.18
413,Hazorasp,UZ,2020-08-23 16:48:05,41.32,61.07,84.2,35,6,9.17
414,Evensk,RU,2020-08-23 16:48:05,61.95,159.23,42.55,65,97,8.59
415,Garden City,US,2020-08-23 16:48:05,42.33,-83.33,87.8,48,20,5.82
416,Zlobin,HR,2020-08-23 16:48:05,45.29,14.65,82.99,45,12,9.17
417,Pedro Ii,BR,2020-08-23 16:48:05,-4.42,-41.46,94.91,22,0,7.81
418,Hanzhong,CN,2020-08-23 16:48:06,33.07,107.03,68.67,86,100,1.32
419,Springbok,ZA,2020-08-23 16:48:06,-29.66,17.89,58.66,42,0,3.22
420,Horsham,GB,2020-08-23 16:48:06,51.06,-0.33,68.0,68,40,10.29
421,Sao Gabriel Da Cachoeira,BR,2020-08-23 16:48:06,-0.13,-67.09,73.4,78,75,5.82
422,Bonthe,SL,2020-08-23 16:48:06,7.53,-12.51,80.1,79,98,12.15
423,Ulaangom,MN,2020-08-23 16:48:06,49.98,92.07,56.73,66,90,3.49
424,Saint-Paul-Les-Dax,FR,2020-08-23 16:48:07,43.73,-1.05,79.0,50,69,8.05
425,Viedma,AR,2020-08-23 16:46:08,-40.81,-63.0,66.0,28,19,11.01
426,Domoni,KM,2020-08-23 16:48:07,-12.26,44.53,75.61,69,41,0.38
427,Warrington,GB,2020-08-23 16:46:26,53.39,-2.58,64.0,77,40,6.93
428,Bata,GQ,2020-08-23 16:48:07,1.86,9.77,76.77,84,100,12.33
429,Sao Filipe,CV,2020-08-23 16:48:07,14.9,-24.5,79.79,78,96,7.29
430,Fare,PF,2020-08-23 16:48:07,-16.7,-151.02,76.91,77,0,19.86
431,Myitkyina,MM,2020-08-23 16:48:07,25.38,97.4,76.82,94,99,0.4
432,Mindyak,RU,2020-08-23 16:48:08,54.02,58.79,50.0,87,16,8.95
433,Melfi,IT,2020-08-23 16:48:08,41.0,15.65,91.4,29,16,10.29
434,Siguiri,GN,2020-08-23 16:48:08,11.67,-9.5,85.14,69,80,1.54
435,Miyako,JP,2020-08-23 16:48:08,39.64,141.95,71.33,89,91,2.82
436,Muriwai Beach,NZ,2020-08-23 16:48:08,-36.82,174.45,53.01,96,37,16.37
437,Puerto Penasco,MX,2020-08-23 16:48:08,31.32,-113.53,90.0,72,0,4.0
438,Bacolod,PH,2020-08-23 16:48:08,10.67,122.95,78.67,82,99,3.71
439,Qostanay,KZ,2020-08-23 16:48:09,53.17,63.58,57.2,76,19,8.95
440,Beecher,US,2020-08-23 16:48:09,43.09,-83.69,86.0,51,1,10.29
441,Corowa,AU,2020-08-23 16:48:09,-36.03,146.38,36.0,91,0,7.43
442,Tura,IN,2020-08-23 16:48:09,25.52,90.22,74.77,94,67,4.12
443,Trairi,BR,2020-08-23 16:44:27,-3.28,-39.27,84.29,57,1,17.96
444,Zemio,CF,2020-08-23 16:48:09,5.03,25.14,69.98,95,96,2.24
445,Poronaysk,RU,2020-08-23 16:48:09,49.22,143.12,56.93,91,9,2.19
446,Matamoros,MX,2020-08-23 16:48:09,25.53,-103.25,84.2,37,5,8.05
447,Antalaha,MG,2020-08-23 16:48:09,-14.9,50.28,70.23,80,99,9.4
448,Margate,GB,2020-08-23 16:48:10,51.38,1.39,72.0,58,41,4.0
449,Menongue,AO,2020-08-23 16:48:10,-14.66,17.69,74.01,23,59,2.89
450,Puerto Madryn,AR,2020-08-23 16:48:04,-42.77,-65.04,63.59,30,87,12.93
451,Arica,CL,2020-08-23 16:48:10,-18.48,-70.3,64.4,68,90,9.17
452,Aragarcas,BR,2020-08-23 16:48:10,-15.9,-52.25,93.79,25,3,6.51
453,Kensington,AU,2020-08-23 16:48:10,-33.92,151.22,52.0,53,0,14.99
454,Vieira De Leiria,PT,2020-08-23 16:48:11,39.87,-8.93,78.01,64,23,13.87
455,Sitka,US,2020-08-23 16:48:11,57.05,-135.33,55.4,93,90,3.36
456,Stromness,GB,2020-08-23 16:44:22,58.97,-3.3,53.6,66,75,10.29
457,Gayny,RU,2020-08-23 16:48:11,60.31,54.32,54.7,87,18,2.3
458,Mgandu,TZ,2020-08-23 16:48:11,-5.95,34.13,68.07,39,31,6.04
459,Dingle,PH,2020-08-23 16:48:11,11.0,122.67,76.98,87,93,1.12
460,Aksarka,RU,2020-08-23 16:48:11,66.56,67.8,52.23,86,99,12.3
461,Zhanakorgan,KZ,2020-08-23 16:48:11,43.91,67.25,79.61,25,41,3.13
462,Bondo,CD,2020-08-23 16:48:12,3.81,23.69,70.39,90,94,2.53
463,La Palma,US,2020-08-23 16:48:12,33.85,-118.05,84.0,65,75,2.71
464,Mapimi,MX,2020-08-23 16:48:12,25.82,-103.85,84.2,37,5,8.05
465,Luebo,CD,2020-08-23 16:48:12,-5.35,21.42,73.83,85,100,3.47
466,Kiunga,PG,2020-08-23 16:48:12,-6.12,141.29,72.0,98,100,3.31
467,Ostrovskoye,RU,2020-08-23 16:48:12,57.81,42.24,61.27,76,96,4.92
468,Srednekolymsk,RU,2020-08-23 16:48:12,67.45,153.68,33.8,91,97,7.52
469,Salinas,US,2020-08-23 16:46:47,36.68,-121.66,64.4,77,20,2.44
470,Caravelas,BR,2020-08-23 16:48:13,-17.71,-39.25,68.31,87,100,12.66
471,Copperas Cove,US,2020-08-23 16:48:13,31.12,-97.9,91.0,45,1,4.7
472,Port Hedland,AU,2020-08-23 16:48:13,-20.32,118.57,64.4,59,0,4.7
473,Shimoda,JP,2020-08-23 16:48:13,34.67,138.95,70.0,93,41,7.65
474,Kassala,SD,2020-08-23 16:48:13,15.45,36.4,87.4,58,36,12.91
475,Hasaki,JP,2020-08-23 16:48:13,35.73,140.83,75.2,94,40,4.7
476,Champerico,GT,2020-08-23 16:48:13,14.3,-91.92,80.6,78,75,4.7
477,Ibiapina,BR,2020-08-23 16:48:13,-3.92,-40.89,90.21,25,0,7.45
478,Veraval,IN,2020-08-23 16:48:14,20.9,70.37,80.64,87,100,17.69
479,Kupang,ID,2020-08-23 16:48:14,-10.17,123.58,73.18,77,0,9.71
480,Bay Roberts,CA,2020-08-23 16:47:51,47.6,-53.26,71.01,100,1,3.0
481,Salinopolis,BR,2020-08-23 16:48:14,-0.61,-47.36,82.87,78,30,11.32
482,Adtuyon,PH,2020-08-23 16:48:14,7.81,124.86,68.61,86,70,2.01
483,Lewistown,US,2020-08-23 16:48:14,40.6,-77.57,84.99,69,20,4.43
484,Zinder,NE,2020-08-23 16:48:14,13.81,8.99,90.61,40,93,9.01
485,Moron,AR,2020-08-23 16:48:14,-34.65,-58.62,64.4,45,0,11.41
486,Teguldet,RU,2020-08-23 16:48:15,57.31,88.17,53.1,93,61,2.91
487,Rock Springs,US,2020-08-23 16:48:15,41.59,-109.2,75.2,15,1,5.82
488,Abu Dhabi,AE,2020-08-23 16:43:37,24.47,54.37,96.8,67,63,9.17
489,Bandarbeyla,SO,2020-08-23 16:48:15,9.49,50.81,77.29,76,72,33.44
490,Nakhon Si Thammarat,TH,2020-08-23 16:48:15,8.43,99.97,79.25,79,42,2.95
491,Dahra,DZ,2020-08-23 16:48:15,36.25,0.85,98.6,30,20,8.05
492,Mount Isa,AU,2020-08-23 16:48:15,-20.73,139.5,50.0,31,0,10.69
493,Pingzhuang,CN,2020-08-23 16:48:16,42.04,119.29,64.2,87,100,11.3
494,Fort Nelson,CA,2020-08-23 16:46:10,58.81,-122.7,53.6,93,90,2.24
495,Livingston,GB,2020-08-23 16:48:16,55.9,-3.52,59.0,77,20,4.7
496,Oistins,BB,2020-08-23 16:48:16,13.07,-59.53,86.0,74,75,13.87
497,Fez,MA,2020-08-23 16:48:16,34.04,-5.0,100.4,17,40,8.05
498,Shache,CN,2020-08-23 16:48:16,38.42,77.24,75.36,19,0,5.08
499,Niksar,TR,2020-08-23 16:48:16,40.59,36.95,63.84,66,9,3.98
500,Leningradskiy,RU,2020-08-23 16:48:17,69.38,178.42,43.38,90,100,10.54
501,Saint-Joseph,RE,2020-08-23 16:48:17,-21.37,55.62,68.0,72,12,2.24
502,Imeni Poliny Osipenko,RU,2020-08-23 16:48:17,52.42,136.49,54.61,75,100,2.77
503,Araouane,ML,2020-08-23 16:48:17,18.9,-3.53,101.71,25,0,8.05
504,Miquelon,PM,2020-08-23 16:48:17,47.1,-56.38,68.0,77,20,14.99
505,Lazaro Cardenas,MX,2020-08-23 16:48:17,17.96,-102.2,83.98,81,79,4.56
506,Winnemucca,US,2020-08-23 16:48:17,40.97,-117.74,71.6,14,1,2.66
507,Puerto Escondido,MX,2020-08-23 16:48:17,15.85,-97.07,80.6,69,90,5.59
508,Cuamba,MZ,2020-08-23 16:48:18,-14.8,36.54,67.69,61,94,4.43
509,Ballina,AU,2020-08-23 16:48:18,-28.87,153.57,51.01,59,0,5.82
510,Yeppoon,AU,2020-08-23 16:48:18,-23.13,150.73,44.6,75,28,6.96
511,Lengshuijiang,CN,2020-08-23 16:48:18,27.69,111.43,78.75,80,5,2.19
512,Bulnes,CL,2020-08-23 16:48:18,-36.74,-72.3,51.8,81,90,16.11
513,Khani,GE,2020-08-23 16:48:18,41.96,42.96,73.4,69,75,13.87
514,Camacari,BR,2020-08-23 16:48:18,-12.7,-38.32,77.0,83,75,9.17
515,Ziro,IN,2020-08-23 16:48:19,27.63,93.83,58.95,100,97,1.1
516,Horta,PT,2020-08-23 16:48:19,38.53,-28.63,77.0,83,40,8.05
517,Saint Anthony,US,2020-08-23 16:48:19,45.02,-93.22,86.0,69,1,3.36
518,Quatre Cocos,MU,2020-08-23 16:48:19,-20.21,57.76,72.0,73,40,16.11
519,Abu Kamal,SY,2020-08-23 16:48:19,34.45,40.92,88.86,19,0,13.49
520,Cabedelo,BR,2020-08-23 16:48:19,-6.98,-34.83,84.2,58,40,14.99
521,Amontada,BR,2020-08-23 16:48:20,-3.36,-39.83,97.48,28,2,8.21
522,Nehe,CN,2020-08-23 16:48:20,48.48,124.83,63.34,90,84,7.56
523,Ahipara,NZ,2020-08-23 16:48:20,-35.17,173.17,55.35,80,42,17.36
524,Roald,NO,2020-08-23 16:48:20,62.58,6.13,53.6,66,75,16.11
525,Rio Negro,BR,2020-08-23 16:48:20,-26.11,-49.8,53.01,87,65,1.99
526,Kashi,CN,2020-08-23 16:48:20,39.45,75.98,84.2,32,0,6.71
527,Tvoroyri,FO,2020-08-23 16:48:20,61.56,-6.81,48.2,76,47,17.22
528,Koumac,NC,2020-08-23 16:48:21,-20.57,164.28,70.14,80,49,8.14
529,Vilhena,BR,2020-08-23 16:48:21,-12.74,-60.15,86.0,37,0,5.82
530,Tamesis,CO,2020-08-23 16:48:21,5.66,-75.71,71.01,64,40,2.24
531,Richards Bay,ZA,2020-08-23 16:48:21,-28.78,32.04,67.62,77,0,8.68
532,Joetsu,JP,2020-08-23 16:48:21,37.15,138.24,72.0,92,32,1.01
533,Yurga,RU,2020-08-23 16:48:21,55.72,84.89,54.05,93,75,7.38
534,Magadan,RU,2020-08-23 16:48:21,59.57,150.8,40.53,69,5,8.93
535,College,US,2020-08-23 16:48:21,64.86,-147.8,55.0,93,75,1.63
536,Port Augusta,AU,2020-08-23 16:48:22,-32.5,137.77,48.2,81,90,1.12
537,Angermunde,DE,2020-08-23 16:48:22,53.02,14.0,75.0,47,2,9.19
538,Matara,LK,2020-08-23 16:48:22,5.95,80.54,78.82,87,12,5.68
539,Suntar,RU,2020-08-23 16:48:22,62.14,117.63,43.05,69,0,3.69
540,Bowen,AU,2020-08-23 16:48:22,-20.02,148.23,57.0,87,27,2.24
541,Buala,SB,2020-08-23 16:48:22,-8.14,159.59,78.4,87,100,7.05
542,Balkhash,KZ,2020-08-23 16:48:22,46.84,74.98,72.0,47,35,3.76
543,Bayir,TR,2020-08-23 16:48:23,37.27,28.22,91.4,38,0,6.93
544,Santa Maria,BR,2020-08-23 16:48:23,-29.68,-53.81,69.8,46,0,10.29
545,Bealanana,MG,2020-08-23 16:48:23,-14.55,48.73,56.14,90,85,3.89
546,Togur,RU,2020-08-23 16:48:23,58.36,82.83,52.74,94,85,3.53
547,Esmeraldas,BR,2020-08-23 16:48:23,-19.76,-44.31,68.0,56,75,5.82
548,Nha Trang,VN,2020-08-23 16:48:23,12.25,109.18,82.4,88,20,1.12
549,Odweyne,SO,2020-08-23 16:48:23,9.41,45.06,76.1,50,73,20.62
550,Rupert,US,2020-08-23 16:48:23,42.62,-113.68,66.2,55,40,3.36
551,Kijang,KR,2020-08-23 16:48:24,35.24,129.21,77.0,83,75,3.36
552,Honningsvag,NO,2020-08-23 16:48:24,70.98,25.97,60.8,72,40,9.17
553,Nakhon Thai,TH,2020-08-23 16:48:24,17.1,100.84,75.45,88,100,0.83
554,Blagoyevo,RU,2020-08-23 16:48:24,63.37,47.92,61.84,83,74,5.64
